|user_id|reviews_item_id|reviews_recommend|reviews_year|sa_compound|review_sentiment
126|CaptianAutismo|252490|True|2015|-0.25|0
127|76561198075895633|440|True|2014|0.8177|1
128|TheDropix101|242920|True|2016|0.7269|1
129|kube134|251990|True|2014|0.4588|0
130|iamthekingofbrowntown|344760|False|2015|-0.8074|-1
131|iamthekingofbrowntown|252950|True|2015|0.0|0
132|iamthekingofbrowntown|236430|True|2016|0.5574|1
133|iamthekingofbrowntown|399730|True|2015|0.4939|0
134|MainScout|550|True|2016|0.0|0
136|yookobz|377160|True|2015|0.5994|1
137|yookobz|219150|True|2013|0.7845|1
138|Posiblydead|277430|True|2014|0.9033|1
139|Posiblydead|239820|True|2014|0.9491|1
140|Posiblydead|17410|True|2012|0.7717|1
141|Mossy_Gaming|440|True|2015|0.9287|1
142|76561198102421718|270550|True|2015|0.6369|1
143|76561198102421718|274940|True|2015|0.6155|1
144|76561198102421718|333930|True|2015|0.3724|0
145|76561198087407319|440|True|2014|0.0|0
146|76561198056741844|730|True|2014|0.0|0
147|sad-commie|294100|True|2016|-0.6705|-1
148|sad-commie|212070|True|2014|0.7184|1
149|sad-commie|264140|True|2014|0.0|0
150|76561198030567998|332800|True|2014|0.0|0
151|76561198030567998|319630|True|2015|0.9922|1
152|76561198030567998|6020|True|2015|-0.6249|-1
153|76561198030567998|55230|True|2015|0.5423|1
154|76561198030567998|32430|True|2014|0.5154|1
155|76561198010674657|377160|False|2016|0.5797|1
156|76561198010674657|440|True|2016|-0.9085|-1
157|Coldaniel|35450|True|2015|0.8689|1
158|Coldaniel|440|True|2014|0.0762|0
159|Coldaniel|236390|True|2015|0.8519|1
160|therealmorty|351570|True|2015|0.3612|0
161|therealmorty|212680|True|2015|-0.5106|-1
162|Berserklejerker|391540|True|2015|0.6369|1
163|76561198061730629|550|True|2014|-0.3182|-1
164|YoHuNz|440|True|2014|0.0|0
165|YoHuNz|570|True|2014|0.0|0
166|possessioniskey|72850|True|2015|0.8591|1
167|possessioniskey|440|True|2015|0.9539|1
168|possessioniskey|113400|True|2014|-0.3597|-1
169|76561198093112529|440|True|2014|0.0516|0
170|76561198060447950|200510|True|2015|0.4019|0
171|whiteofwolfing|730|True|2015|0.765|1
172|sergarino|383080|True|2015|0.25|0
173|76561198081962345|200210|True|2016|0.0|0
174|76561198081962345|1250|True|2014|0.0|0
175|76561198073210139|304050|True|2016|0.1027|0
176|Nozomikat|265610|True|2015|0.2263|0
177|Nozomikat|264200|True|2014|0.0|0
178|Nozomikat|417860|True|2015|-0.128|0
179|Nozomikat|333600|True|2015|0.5423|1
180|Nozomikat|213670|True|2014|0.9638|1
181|Nozomikat|91310|True|2013|0.9114|1
182|Nozomikat|437220|False|2016|-0.9117|-1
183|Nozomikat|210770|True|2013|0.1974|0
184|xfluttersx|351640|True|2015|0.9241|1
185|xfluttersx|202530|False|2016|0.7609|1
186|xfluttersx|105600|True|2012|0.6249|1
187|xfluttersx|440|True|2014|0.9524|1
188|xfluttersx|47870|True|2013|0.9468|1
189|xfluttersx|383080|True|2015|0.4404|0
190|xfluttersx|410|True|2012|0.7574|1
191|76561198056290589|730|True|2014|0.6369|1
192|ii_voltage_ii|253710|False|2014|0.8193|1
193|ii_voltage_ii|339280|True|2015|0.9612|1
194|ii_voltage_ii|271290|True|2014|0.7269|1
195|ii_voltage_ii|203290|True|2013|0.6369|1
196|76561198097762318|440|True|2015|-0.1027|0
197|76561198097762318|233150|True|2014|0.0|0
198|Hirukaz|550|True|2013|-0.5423|-1
199|StelerForYou|730|True|2015|0.8783|1
200|StelerForYou|211820|True|2013|0.9805|1
201|76561198183396245|440|True|2015|0.9442|1
202|Xx-Woods|346330|False|2016|0.0|0
203|Xx-Woods|224260|True|2015|0.5106|1
204|Xx-Woods|317360|True|2014|0.128|0
205|Xx-Woods|295550|True|2014|0.128|0
206|Xx-Woods|250180|True|2014|0.0|0
207|Xx-Woods|227940|True|2014|-0.2584|-1
208|Xx-Woods|17520|True|2014|0.0|0
209|Xx-Woods|113420|True|2014|0.128|0
210|kevinator23|320760|True|2015|-0.2732|-1
211|kevinator23|8850|True|2015|0.9657|1
212|kevinator23|233720|True|2014|0.845|1
213|kevinator23|218620|True|2015|0.476|0
214|kevinator23|730|True|2015|0.7579|1
215|kevinator23|219740|True|2015|0.4404|0
216|kevinator23|220240|True|2014|0.4228|0
217|kevinator23|440|True|2012|0.4914|0
218|76561198090715178|4000|True|2014|0.6486|1
219|76561198090715178|304930|True|2014|0.0|0
220|CatsWhale|333950|True|2015|0.7506|1
221|CatsWhale|388520|True|2015|0.926|1
222|CatsWhale|107410|True|2014|0.9286|1
223|CatsWhale|206210|True|2014|0.296|0
224|76561198073784601|221100|True|2015|0.6369|1
225|76561198073784601|299740|False|2016|-0.4215|-1
226|mimimomoma|730|True|2015|0.25|0
227|76561198102410011|440|True|2015|0.0|0
228|de_Butl3r|209870|True|2014|0.7003|1
229|76561198027947401|322170|True|2016|0.9231|1
230|76561198027947401|304050|True|2016|0.5859|1
231|Bluezap1|440|True|2015|0.1779|0
232|Bluezap1|730|True|2015|0.296|0
233|Bluezap1|362890|True|2015|-0.652|-1
234|Bluezap1|413850|True|2015|0.0|0
235|76561198074200011|730|True|2015|0.8591|1
236|jonasdbomb|346110|True|2016|0.982|1
237|L1J1N|570|True|2014|0.6249|1
238|Lord_Exploit|311560|True|2015|0.9832|1
239|Lord_Exploit|322170|True|2015|0.9382|1
240|AVATAR715|48240|False|2014|-0.1027|0
241|AVATAR715|440|True|2015|0.8051|1
242|AVATAR715|248570|True|2014|-0.1531|0
243|AVATAR715|264140|True|2014|0.9042|1
244|AVATAR715|4000|True|2014|0.6486|1
245|AVATAR715|266430|True|2015|0.5563|1
246|AVATAR715|316010|True|2015|0.9062|1
247|AVATAR715|249570|True|2014|0.5563|1
248|YieuwMage|730|True|2016|0.8591|1
249|76561198078752187|240|True|2014|0.0|0
250|A-Very-Sly-Person|304930|True|2015|0.0|0
251|A-Very-Sly-Person|440|True|2014|0.5859|1
252|76561198211054671|730|True|2016|0.0|0
253|76561198211054671|333930|True|2016|-0.5106|-1
254|76561197994493402|365590|True|2016|0.9423|1
255|76561197994493402|264200|True|2015|0.7239|1
256|76561197994493402|440|True|2014|0.8176|1
257|Koolcaz12|298050|False|2016|0.4404|0
258|76561198065656175|383080|True|2015|0.8512|1
259|76561198188979775|440|True|2016|0.4404|0
260|97396295|301520|True|2014|0.8625|1
261|97396295|243870|True|2014|0.8885|1
262|97396295|218230|False|2014|0.1531|0
263|97396295|291550|False|2016|-0.3612|-1
264|76561198126640317|251570|True|2015|0.9711|1
265|76561198126640317|221100|True|2015|0.8402|1
266|76561198126640317|316010|True|2015|0.5106|1
267|76561198126640317|218230|True|2015|-0.4256|-1
268|76561198126640317|333930|True|2015|0.9712|1
269|76561198126640317|222880|True|2015|0.8999|1
270|76561198126640317|730|True|2015|0.987|1
271|DemonicWolvz|55230|True|2015|0.9136|1
272|DemonicWolvz|232090|True|2015|0.8979|1
273|DemonicWolvz|4000|True|2015|0.0|0
274|DemonicWolvz|206420|True|2014|0.5423|1
275|DemonicWolvz|224260|True|2014|0.7089|1
276|DemonicWolvz|550|True|2013|0.6249|1
277|GGargula|570|False|2016|0.0|0
278|GGargula|233250|True|2015|0.0|0
279|Myther43|273350|True|2016|0.9001|1
280|getf0kinn0sc0pedm9|730|True|2015|-0.3612|-1
281|getf0kinn0sc0pedm9|440|False|2016|-0.5719|-1
282|76561198141443390|730|True|2015|0.7351|1
283|76561198097333029|570|True|2016|0.0|0
284|whodafuqisthisguilao|730|True|2015|0.9612|1
285|Magjiikal|370480|True|2015|0.9571|1
286|Magjiikal|313740|True|2015|0.8402|1
287|ohnospaghet|1840|True|2014|0.0772|0
288|ohnospaghet|440|True|2014|0.8979|1
289|ohnospaghet|266210|True|2015|0.8779|1
290|ohnospaghet|369200|True|2016|0.0258|0
291|ohnospaghet|252490|False|2016|-0.4019|-1
292|ohnospaghet|264200|True|2015|0.5994|1
293|76561198050347115|292030|True|2016|-0.6597|-1
294|2768820078|287700|True|2015|0.0|0
295|2768820078|730|False|2016|0.0|0
296|2768820078|310950|True|2016|0.0|0
297|2768820078|377160|True|2015|0.0|0
298|2768820078|221380|True|2015|0.0|0
299|2768820078|333950|True|2015|0.0|0
300|2768820078|222420|False|2015|0.0|0
301|2768820078|271590|True|2015|0.0|0
302|2768820078|298110|True|2015|0.0|0
303|2768820078|222440|True|2015|0.0|0
304|76561198056392326|259530|True|2016|0.0|0
305|76561198056392326|219640|False|2016|0.0|0
306|76561198056392326|269210|False|2016|0.0|0
307|2d4nk4m3|317470|False|2014|-0.3875|-1
308|2d4nk4m3|47410|True|2014|0.2263|0
309|76561198078478151|730|True|2016|0.0|0
310|exiaez|365450|True|2016|0.0|0
311|76561198095921854|245620|True|2015|0.3182|0
312|EizanAratoFujimaki|70|True|2015|0.8625|1
313|EizanAratoFujimaki|359550|False|2016|-0.4019|-1
314|TeCool|274980|True|2014|0.9787|1
315|TeCool|202090|True|2014|-0.9084|-1
316|TeCool|339280|True|2015|0.9432|1
317|TeCool|314130|False|2015|-0.5106|-1
318|2xDelorean|570|True|2015|0.34|0
319|2xDelorean|212680|True|2013|0.8074|1
320|2xDelorean|200210|True|2013|0.8176|1
321|2xDelorean|440|True|2011|0.6249|1
322|washington_|440|False|2016|0.7275|1
323|washington_|4000|True|2016|0.4927|0
324|washington_|211820|True|2016|0.0|0
325|washington_|10180|True|2016|0.0|0
326|washington_|252490|True|2016|0.0|0
327|washington_|417860|True|2015|-0.4019|-1
328|jewxxl|251970|True|2015|0.2944|0
329|76561198088944293|359550|True|2016|-0.4404|-1
330|76561198088944293|107410|True|2016|0.4215|0
331|76561198088944293|218230|False|2016|0.0|0
332|76561198088944293|437701|False|2016|0.0|0
333|76561198088944293|304930|True|2014|0.0|0
334|76561198092540221|400|True|2015|0.872|1
335|76561198092540221|620|True|2015|0.5106|1
336|76561198092540221|238460|True|2015|0.886|1
337|76561198092540221|6060|True|2015|0.817|1
338|76561198092540221|440|True|2014|0.8176|1
339|76561198051258119|730|True|2015|0.9805|1
340|nubquake123|265610|True|2014|0.8591|1
341|Pyromanic|31280|True|2013|0.7003|1
342|Pyromanic|4000|True|2013|0.6249|1
343|Pyromanic|240|True|2013|0.4404|0
344|76561198109656922|440|True|2016|0.6369|1
345|CobRazor|252490|True|2015|0.0|0
346|WitchHunter4542|304930|True|2014|0.6369|1
347|WitchHunter4542|237310|True|2015|0.3582|0
348|WitchHunter4542|224260|True|2014|-0.1431|0
349|pwrt|230410|True|2015|0.7501|1
350|pwrt|440|True|2014|0.5719|1
351|76561198115868847|219640|False|2016|-0.5719|-1
352|benedictcuminherbatch|570|True|2014|0.2263|0
353|76561198031207016|8930|True|2014|0.9337|1
354|76561198043458582|105600|True|2015|0.6369|1
355|76561198043458582|221100|True|2015|0.5994|1
356|76561198043458582|107410|True|2015|0.4404|0
357|76561198043458582|231430|True|2014|0.6369|1
358|smashiroshh|218620|True|2014|0.4404|0
359|shark854|225540|True|2016|0.7351|1
360|killbunny38|570|True|2015|0.5106|1
361|killbunny38|333930|False|2015|0.0232|0
362|1337lolroflmao|271590|True|2015|0.47|0
363|1337lolroflmao|218620|True|2014|-0.5859|-1
364|1337lolroflmao|219740|True|2013|-0.7403|-1
365|1337lolroflmao|7940|True|2013|0.6486|1
366|1337lolroflmao|234190|True|2014|0.3818|0
367|1337lolroflmao|10180|True|2013|0.8689|1
368|1337lolroflmao|33900|True|2013|0.9329|1
369|1337lolroflmao|261030|True|2015|0.6115|1
370|1337lolroflmao|243470|True|2014|0.7096|1
371|sithjjf|302830|False|2015|-0.4108|-1
372|76561198060039459|570|False|2014|-0.3612|-1
373|OzfurAtlas|218620|False|2016|0.0|0
374|OzfurAtlas|4700|True|2016|0.1531|0
375|OzfurAtlas|212680|True|2013|-0.4215|-1
376|76561198065593074|304930|False|2015|-0.4767|-1
377|76561198065593074|730|False|2016|-0.2467|0
378|76561198065593074|304050|True|2015|0.9618|1
379|76561198065593074|203750|True|2014|0.6249|1
380|76561198044169764|227940|False|2015|0.4847|0
381|76561198044169764|355180|False|2015|-0.4215|-1
382|76561198044169764|730|True|2016|-0.9873|-1
383|76561198044169764|4000|True|2015|0.0|0
384|euzi|236390|True|2014|0.6249|1
385|76561198074935997|221100|False|2016|-0.3948|-1
386|76561198074935997|365590|False|2016|0.0|0
387|76561198074935997|299740|True|2016|0.8176|1
388|76561198074935997|346110|False|2016|0.34|0
389|76561198074935997|275850|False|2016|0.7914|1
390|76561198074935997|400800|False|2016|-0.5423|-1
391|76561198074935997|252490|False|2016|0.886|1
392|76561198074935997|437220|False|2016|0.6249|1
393|76561197961778802|730|True|2014|0.7184|1
394|lucasrash|440|True|2016|0.0|0
395|76561198016602703|301520|False|2016|-0.8103|-1
396|76561198016602703|433340|True|2016|0.4572|0
397|thisissohardtomakeoneup|440|True|2014|0.0|0
398|76561198087010391|4000|True|2015|0.9524|1
399|66666669999999|302830|False|2015|0.0|0
400|76561198061174192|220200|True|2014|0.4404|0
401|76561198061174192|242760|True|2014|0.6705|1
402|ReMiXOfficalSteam|352460|True|2015|0.7579|1
403|Wilfire77|322920|True|2015|0.9641|1
404|76561198084390807|234792|True|2015|0.0|0
405|76561198084390807|252490|True|2014|0.6369|1
406|Mastic|304050|False|2015|0.8395|1
407|Mastic|297130|True|2016|0.9871|1
408|Mastic|397570|True|2016|-0.9596|-1
409|Mastic|550|True|2014|0.7783|1
410|Mastic|206420|True|2014|0.991|1
411|Mastic|278360|False|2016|0.1839|0
412|76561198028286104|10180|True|2013|0.6369|1
413|tarjla|242760|True|2016|0.9691|1
414|tarjla|304930|True|2014|0.9483|1
415|tarjla|441790|True|2016|0.9536|1
416|tarjla|265750|True|2015|0.9785|1
417|tarjla|252490|True|2014|0.9618|1
418|tarjla|4000|True|2013|0.9371|1
419|tarjla|211820|True|2013|0.7964|1
420|tarjla|105600|True|2013|0.9876|1
421|tarjla|251570|True|2016|0.9325|1
422|tarjla|730|True|2014|0.9424|1
423|deathnz1|233110|False|2016|-0.0772|0
424|deathnz1|322910|False|2016|0.813|1
425|deathnz1|276340|True|2014|0.6369|1
426|readingthis4noobs|227940|True|2016|-0.128|0
427|76561198104393251|304930|True|2015|0.4019|0
428|76561198075322986|730|True|2016|0.0|0
429|redsncrimson|448530|True|2016|0.9083|1
430|redsncrimson|304410|True|2016|0.9694|1
431|redsncrimson|620|True|2016|0.9805|1
432|redsncrimson|274920|True|2014|0.128|0
433|redsncrimson|211820|True|2013|0.6808|1
434|redsncrimson|219890|True|2016|0.7717|1
435|redsncrimson|49520|True|2013|0.836|1
436|redsncrimson|223510|True|2013|0.802|1
437|redsncrimson|440|True|2012|0.9349|1
438|76561198151910904|252950|True|2016|0.4404|0
439|H1DD3NT3RR0R|240|True|2014|-0.3612|-1
440|H1DD3NT3RR0R|105600|True|2014|0.9442|1
441|H1DD3NT3RR0R|204300|True|2013|0.9716|1
442|H1DD3NT3RR0R|730|True|2014|-0.9944|-1
443|H1DD3NT3RR0R|440|False|2015|0.5719|1
444|H1DD3NT3RR0R|570|True|2014|-0.89|-1
445|76561198071214618|268750|True|2015|0.6369|1
446|76561198115115631|570|True|2015|0.9698|1
447|76561198071175142|570|True|2015|0.0|0
448|76561198071175142|271590|True|2015|0.6249|1
449|t8s|360870|True|2015|0.5716|1
450|t8s|730|True|2015|0.743|1
451|pikawuu2|230410|True|2016|0.5859|1
452|pikawuu2|12900|True|2013|0.6369|1
453|Sammeh00|301520|True|2014|0.9349|1
454|Michaelele|6060|True|2014|0.7947|1
455|Michaelele|730|True|2014|0.836|1
456|Michaelele|107410|True|2014|0.6527|1
457|Michaelele|304930|True|2014|0.8689|1
458|76561198045754869|335670|True|2015|0.0|0
459|76561198076098774|215080|True|2015|0.4404|0
460|76561198103253374|570|True|2014|-0.3182|-1
461|76561198048417105|271590|True|2015|0.8979|1
462|76561198048417105|730|True|2015|0.8126|1
463|76561198048417105|244160|True|2016|0.8519|1
464|76561198048417105|270880|True|2016|0.8957|1
465|76561198090842891|8190|True|2015|0.6369|1
466|76561198055767971|247730|False|2015|-0.743|-1
467|76561197998052647|233630|True|2014|0.4019|0
468|adohya343|303390|False|2016|0.0|0
469|76561198145436942|221100|True|2014|0.9719|1
470|jjas01|208812|False|2014|0.3252|0
471|jjas01|218620|False|2015|0.4926|0
472|jjas01|243120|True|2013|0.9601|1
473|jjas01|234140|True|2015|0.765|1
474|jjas01|204450|True|2014|0.9866|1
475|jjas01|225260|True|2014|0.9629|1
476|jjas01|50300|True|2013|0.8575|1
477|jjas01|201810|True|2014|0.9951|1
478|jjas01|212630|False|2016|-0.4067|-1
479|jjas01|427820|False|2016|-0.3487|-1
480|3xotic26|500|True|2014|0.7255|1
481|3xotic26|440|True|2014|0.9805|1
482|3xotic26|49520|True|2014|0.9099|1
483|3xotic26|550|True|2013|0.6249|1
484|iamthetrashlord|206420|True|2015|0.4404|0
485|iamthetrashlord|213670|True|2014|0.8519|1
486|3dster|550|True|2015|-0.2584|-1
487|76561198079990063|231040|True|2014|0.9059|1
488|Forty-Nine|221100|True|2014|-0.9509|-1
489|Forty-Nine|376300|False|2016|0.9325|1
490|76561198051017916|351040|True|2015|0.0|0
491|76561198051017916|250600|True|2014|0.0|0
492|76561198096766604|301520|False|2016|0.6901|1
493|76561197995322437|264710|True|2015|0.5106|1
494|imsojipper|218620|True|2014|0.8624|1
495|76561198084542731|206420|True|2015|0.0|0
496|76561198084542731|47790|True|2014|0.0|0
497|76561198103671881|570|True|2015|0.7351|1
498|mrpfresh|236110|True|2016|-0.9955|-1
499|mrpfresh|346110|True|2015|0.6808|1
500|mrpfresh|232790|True|2016|0.5994|1
501|GamerFag|440|True|2012|0.743|1
502|GamerFag|70|True|2011|-0.6486|-1
503|GamerFag|420|True|2011|0.0|0
504|GamerFag|380|True|2011|0.9062|1
505|GamerFag|220|True|2011|0.6249|1
506|GamerFag|1250|True|2010|0.6249|1
507|EHS-R3AP3R|339230|False|2015|0.5106|1
508|EHS-R3AP3R|349700|True|2015|0.8591|1
509|EHS-R3AP3R|226700|True|2013|0.6249|1
510|EHS-R3AP3R|209160|True|2013|0.6249|1
511|chidori_647|219990|True|2013|0.296|0
512|chidori_647|213670|True|2014|0.7906|1
513|chidori_647|21100|False|2013|-0.8732|-1
514|chidori_647|8190|True|2013|0.9231|1
515|chidori_647|215470|False|2013|-0.4127|-1
516|76561198092227136|730|True|2014|0.4404|0
517|76561198092227136|1250|True|2014|0.0|0
518|hellcat59|4000|True|2014|0.932|1
519|76561198007584361|401650|True|2015|-0.4939|-1
520|tbimperator|35450|True|2012|0.9325|1
521|Allahu_Akbar666|230410|True|2015|0.9686|1
522|Allahu_Akbar666|304930|False|2014|-0.0516|0
523|ulramite|290020|True|2014|0.8896|1
524|ulramite|248860|True|2014|-0.7783|-1
525|ulramite|211820|True|2016|0.6597|1
526|-GM-Dragon|226700|False|2014|-0.8442|-1
527|-GM-Dragon|244850|True|2015|0.9694|1
528|76561198054040292|298260|True|2015|0.9136|1
529|76561198078799606|370240|False|2015|-0.8781|-1
530|76561198078799606|730|True|2015|0.352|0
531|76561198078799606|233450|True|2014|0.0|0
532|I_DID_911_JUST_SAYING|214420|True|2016|0.6597|1
533|I_DID_911_JUST_SAYING|365670|True|2016|0.3612|0
534|I_DID_911_JUST_SAYING|440|True|2016|0.4404|0
535|I_DID_911_JUST_SAYING|4000|True|2016|0.6486|1
536|I_DID_911_JUST_SAYING|221260|True|2013|0.5106|1
537|750805|369070|False|2016|0.0833|0
538|750805|91310|False|2016|-0.8537|-1
539|diabeticfuck|218620|True|2015|0.6808|1
540|diabeticfuck|419070|True|2015|0.0|0
541|diabeticfuck|333930|False|2015|-0.4767|-1
542|diabeticfuck|287700|True|2015|0.0|0
543|76561198054465623|302830|False|2015|0.805|1
544|76561198054465623|24240|True|2014|0.8965|1
545|76561198054465623|39800|True|2015|0.0|0
546|76561198054465623|250600|True|2014|0.25|0
547|76561198054465623|105600|True|2015|-0.5994|-1
548|76561198054465623|113020|True|2014|0.765|1
549|aaropro|440|True|2014|0.886|1
550|aaropro|221100|True|2016|0.9118|1
551|abiam|238960|True|2014|0.0|0
552|FrankoWalker|310370|True|2015|0.5994|1
553|FrankoWalker|260410|True|2014|0.0|0
554|FrankoWalker|236390|True|2014|0.1531|0
555|LightfootSword7|221100|False|2015|0.9545|1
556|LightfootSword7|383870|True|2016|0.9853|1
557|SALTTHEW0UND|248820|True|2015|0.0|0
558|SALTTHEW0UND|730|True|2014|0.6249|1
559|SALTTHEW0UND|550|True|2014|0.8885|1
560|SALTTHEW0UND|204030|True|2014|0.2263|0
561|SALTTHEW0UND|440|True|2013|0.8979|1
562|SALTTHEW0UND|383080|True|2015|0.6249|1
563|express157|304930|True|2014|0.4404|0
564|76561198074644990|242760|True|2015|0.0|0
565|76561198074644990|207230|True|2015|0.6249|1
566|76561198074644990|9180|False|2013|-0.4404|-1
567|76561198064304806|730|True|2015|-0.1027|0
568|TomoeMamiewe|10150|True|2014|0.0|0
569|TomoeMamiewe|4000|True|2016|0.0|0
570|76561198057086148|214950|True|2015|0.9245|1
571|Acidius99|218620|True|2014|0.875|1
572|Acidius99|292030|True|2016|0.7579|1
573|Acidius99|261640|True|2016|0.7845|1
574|Acidius99|220240|True|2014|0.8271|1
575|Acidius99|271290|False|2015|-0.743|-1
576|acorn13|313740|True|2014|0.5994|1
577|acorn13|34330|True|2012|0.3875|0
578|acorn13|271590|True|2015|0.4404|0
579|adamcookie|570|True|2016|0.296|0
580|AddzyTheBaddzy|291550|True|2015|0.5994|1
581|AddzyTheBaddzy|259080|True|2013|0.9001|1
582|mrfunkyjunkie|233250|True|2014|0.8126|1
583|mrfunkyjunkie|256350|True|2014|0.4404|0
