|user_id|Action|Casual|Indie|Simulation|Strategy|Free to Play|RPG|Sports|Adventure|Racing|Early Access|Massively Multiplayer|Animation &amp; Modeling|Video Production|Utilities|Web Publishing|Education|Software Training|Design &amp; Illustration|Audio Production|Photo Editing|Accounting
10|corrupted_soul|0.9460584213110831|0.006557702118977438|0.1320689043645396|0.07626589695972616|0.14385489978055463|0.14970501333301572|0.08218391042513576|0.004399199623139632|0.16042605221962733|0.0|0.004134747330603213|0.07770966352978985|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11|76561198079601835|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12|jorellpogi|0.37179699010637457|0.1058084155324915|0.6996955197368291|0.5317128104115116|0.04242180960442931|0.23103205548643432|0.09582734945667498|0.019652217771196735|0.10891667446569098|0.0|0.004502873645162888|0.040598783837156885|0.001057354945018006|0.001057354945018006|0.0|0.0|0.0|0.0|0.001057354945018006|0.0|0.0|0.0
13|cadmusthreepointoh|0.5525325523505792|0.13411810147683714|0.46651549682412397|0.34751616315013023|0.4596990081148149|0.0766032691225842|0.30912379329819845|0.02553064240375141|0.15691534325006698|0.017114944196917316|4.536764531986035e-05|2.2683822659930174e-05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14|76561198064823719|0.23307470684900947|0.0008368586157933463|0.20232174977703107|0.16648375867320914|0.2031011142894493|0.00026191758204219235|0.7079153125072334|0.0|0.11033118437684644|0.0|0.0|0.5678532884517439|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15|MeaTCompany|0.9985090624381732|0.0002028212025833668|0.02474418671517075|0.0|8.112848103334673e-05|0.007788334179201286|0.024460237031554036|8.112848103334673e-05|0.04064536899770671|0.0|0.0|0.007504384495584572|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
16|76561198089393905|0.40941627925840707|0.003039126495725088|0.4425065359146231|0.5986593289725909|0.25895301370987805|0.0013075311667654448|0.40010895436524896|0.0036928920791078103|0.22575232367809062|0.002871267764856551|0.001519563247862544|0.005495164768433153|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17|76561198156664158|0.8647095855820608|0.041355111354898014|0.3152743006818413|0.006430901577373216|0.0019474466418694127|0.2169239176082318|0.10214141253644862|0.15968629697408768|0.15522448033460465|0.16288443712595768|0.0011857786219382645|0.1323181801670162|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18|76561198077246154|0.7311921783460812|0.22195972215517507|0.31171475965197515|0.05961894533387642|0.00948648180562168|0.48567956142484464|0.09658864317391776|0.0017129378011681076|0.24733079878222217|3.629105510949381e-05|0.024445654721755028|0.0910724027972747|0.00021774633065696283|0.00021774633065696283|0.0|0.0|0.0|0.0|0.00021774633065696283|0.0|0.0|0.0
19|76561198070234207|0.40679050336994305|0.24687127488231073|0.4138444074518019|0.17904468301894677|0.15928914119491724|0.3724430619255976|0.4840684046240329|0.0022053055245027132|0.3932743625420675|0.000991234887320035|0.0|0.13104278890198354|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20|WeiEDKrSat|0.684328390510458|0.014876704141531697|0.5021308686563406|0.5214425147872346|0.04892470814847122|0.04011096267594112|0.013810072523836972|0.006006820162807138|0.05358420416261134|0.006006820162807138|0.0|0.017290659907893444|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21|thequeenpanda|0.5686948752503248|0.05172095351863654|0.5491610688656428|0.5043724021234738|0.1287244053366576|0.024803670956008477|0.18256104330755607|0.0027900502345635475|0.24592033415927542|0.0030747210361089117|0.03571236662299443|0.07522287741126767|0.0001575362688163667|0.0001575362688163667|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22|death-hunter|0.2566097032167208|0.04157587439849767|0.6864133984227017|0.654487082737912|0.06623307084431874|0.07666257284804427|0.1076142580203465|4.5387205238384086e-05|0.09925823465593243|0.0001958816226077629|0.013933872008183914|0.031859429277069924|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23|turneddreamsintoanempire|0.4562345122526148|0.1929695481274904|0.038635309881015434|0.03371163663555882|0.02496583265751801|0.4994866899140922|0.5278976152628756|0.0|0.27351152736566925|0.0029275894972985287|0.002683623705856985|0.38519241307511426|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24|DJKamBer|0.7772016221688128|0.11611178623814263|0.14821654381441446|0.2445812560680945|0.2429587846849522|0.23686821205756048|0.15777483377624243|0.013500979488738563|0.37598462492766643|0.0013534605838648249|0.004909447086814023|0.1381538586039412|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25|76561198030389591|0.9985056035351222|0.0|0.00034451762995410344|0.0|0.0|0.05408926790279424|0.004852776901924943|0.0|0.00034451762995410344|0.0|0.00034451762995410344|0.006083197008903884|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26|Rainbow-Dashie|0.9964596186707741|0.02494093170149287|0.03928301890251997|0.013500909066069497|0.0022291220576376425|0.009337077298029371|0.005173245529989246|0.00841178134957601|0.06729425079660808|8.41178134957601e-05|0.0|0.001598238456419442|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27|btuty8trgt|0.8172013050007618|0.18284617974513154|0.38586004368852483|0.04678453314850238|0.01999915201833195|0.19287946219028348|0.12144428885738767|0.1200623249819636|0.23957411150948998|0.12493852272126477|0.014111761199452207|0.08776032382875891|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28|76561198043472122|0.5668235406357187|0.018663122271891517|0.6310270162261087|0.2345148903173071|0.21515127552046523|0.04149584290658275|0.2747932105019523|0.0001501055410607897|0.3129283571281185|0.00010007036070719313|0.04485653918699932|0.04136241575897316|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29|MarbleShrine|0.7521784080736714|0.0370742410693292|0.36428520715253665|0.20991463558441034|0.17773965890035462|0.005171819615498183|0.3984757465885009|0.00011440589910666118|0.25506795205830113|0.009549527696020719|0.01251062155525195|0.012409675173687249|0.006675920700812229|0.0|0.006675920700812229|0.006675920700812229|0.006675920700812229|0.0|0.006675920700812229|0.0|0.0|0.0
30|fdcfelipefdc|0.742012461531751|0.08842471283664448|0.2831831691288611|0.032056840564718976|0.023403150855070182|0.3721663007436053|0.26615680044951046|0.04770337445689413|0.31001609209200187|0.0462622937392174|0.0013041780494974454|0.22350801660986747|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31|hellom8o|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32|bbaekhyun|0.8604184679797138|0.05672111285857693|0.2930503621443359|0.21542511221287933|0.04416293288988831|0.00036628024908675136|0.04798271263036443|0.023677401815964998|0.34466971439063304|0.02378205331570407|0.0|0.00015697724960860772|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33|Moomfina|0.5924928109334998|0.01884456220660397|0.4658154761002176|0.46614312332376867|0.2748533682580286|0.20231731369034536|0.10005454386403473|0.00211710513679131|0.24067724247839745|7.75496387103044e-06|0.0|0.17293375558301105|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34|PPanther|0.5310486019167654|0.03797991320081148|0.5485555086278407|0.4328732934994583|0.19448707601157803|0.26114793459399804|0.2240745698678113|5.765014147056996e-06|0.08862556248270718|5.765014147056996e-06|0.0036809615328958914|0.2532815727903388|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35|ABSOLUTLY_NOTHING|0.7272318470779702|0.09031509625503832|0.28742631161382365|0.21742121487458874|0.176379790841586|0.4571056515140977|0.23680056751230952|0.00480507133944553|0.18532267726826687|0.0031606875104693297|0.011475568052717076|0.0495174376640195|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36|devvonst|0.5995477573609854|0.047307641170300466|0.571418889638104|0.0950796740247051|0.02440167212838293|0.16160830606825233|0.3562185770120636|0.10165956139298632|0.35490380575057384|0.006501483577458427|0.005717445669230602|0.11302208000145726|0.0|0.0|0.0|0.0|0.0|0.00021711818997078235|0.0|0.00021711818997078235|0.0|0.0
37|Fr0stedLine|0.7763196623648073|0.025401153604818455|0.40975246224380957|0.4550421084371961|0.07887726645706783|0.030732259916940844|0.011569986144884819|3.3009946205092206e-05|0.1194960052624338|0.0008912685475374896|0.0|0.011569986144884819|0.0|0.0|0.002871865319843022|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38|starkillershadow553|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39|76561198058373434|0.9148372191122854|0.010857408754299651|0.043630698142278226|0.00040212625015924634|0.0008042525003184927|0.030159468761943475|0.23423854071776098|0.0|0.32431482075343215|0.0|0.0|0.009651030003821911|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40|76561198048353577|0.3210772256573723|0.0063785459899260155|0.622108980135236|0.6914797150764365|0.15932442260217738|0.011921729104014005|0.04950658283551715|0.003309073097311872|0.04454621103015336|0.003309073097311872|0.03416569405365448|0.023539101191249814|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41|76561198072190369|0.028186966371845142|0.3857353375830784|0.3618465876789735|0.3618195336020719|0.3587894769890937|0.39206937333766334|0.395464659988813|0.0|0.38554595904476724|0.0|0.0|0.03288084871427118|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42|76561198066046412|0.6354837769005061|6.673707514025183e-06|0.5730245482767443|0.04664921552303603|0.04624545621843751|0.024752781169519407|0.26869347507592495|0.12841214313111557|0.27447290578307076|0.12708741218958158|0.051340831905395734|0.28296186174091076|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43|tru_mu_|0.7169145015356316|0.025698719563849292|0.21624532315921965|0.11537357524812385|0.4789164373708699|0.02398927036891475|0.1844210773135216|0.0|0.401620842939913|0.0|0.0|0.007293649898387382|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44|wirlom|0.9981441815907433|0.001166452546886346|0.030767016132098434|0.0006051887690958448|0.0004148471401060227|0.027565372321397837|0.02461263679476085|0.0|0.025510658839225653|9.76110917896524e-06|0.0|0.027262777936849912|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45|76561198070565427|0.5703325340957169|0.0639183713673435|0.40507305227979135|0.3922935407136732|0.24077099315448702|0.27378126244416684|0.004849554063364063|0.019876927598766865|0.465786138987229|0.0|0.04645581403188235|0.013903442550760488|0.0009157956171159603|0.0009157956171159603|0.0008741685436106894|0.0|0.0|0.0|0.0008741685436106894|0.0|0.0|0.0
46|SavageEeEe|0.8132561873147448|0.0012202359960533325|0.34262791197417514|0.14200675850540664|0.10738555289189347|0.032506129887020736|0.017018703215543832|0.00850097743917155|0.026101087217540793|0.0|0.2913445034655337|0.3202186367995957|0.0|0.0|9.570478400418295e-05|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47|76561198076909484|0.7943033505880154|0.00015980351083150898|0.1129011804024611|0.0|0.0|0.034437656584190186|0.07878313083993392|0.0|0.5907136777886729|0.0|0.0|0.00031960702166301797|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48|76561198066908262|0.35817662016849827|0.00018248381245165312|0.07393201315898404|0.2963146077473879|0.8772648592452579|0.0|0.00018248381245165312|0.0|0.018587279754004097|0.0|0.07374952934653238|0.05534473340497994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
49|KanadeTheNeko|0.6156375063367412|0.010664349784727556|0.5684603968771027|0.5424374575604199|0.012132804269757762|0.01792236662467193|0.016429839115296968|0.0|0.052322718413330346|0.002864689897026138|0.0|0.0026239596535785636|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50|Leaf_Light_Moscow|0.1795799252787228|0.1428420641347461|0.7340586282045367|0.5871071836286299|0.0|0.1754705448375621|0.03221754265869992|0.0|0.17505960679344604|0.0|0.0041093804411607045|0.03632692309986063|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
51|erickoiv|0.7145128018456156|0.0|0.006798409151718512|0.0|0.0|0.6995563017118349|0.0|0.0|0.006798409151718512|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52|GoAwayZach|0.7636168460192546|0.13764335210206918|0.42050047687660647|0.20111396091109054|0.01755207983036539|0.194998972702863|0.1685839614730062|0.0033380811888607444|0.2871908375544357|0.0|0.08213417554283606|0.15712152650127828|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
53|76561198054540475|0.7089421306418822|0.010923943770016363|0.20737851434885718|0.26129256407312407|0.2997654591101515|0.023054953149979285|0.29782486901416055|0.0010120780883398075|0.4312474019535997|0.0|0.09864047313282519|0.10585965399231327|1.8570240153023993e-05|1.8570240153023993e-05|1.8570240153023993e-05|0.0|0.0|0.0|1.8570240153023993e-05|0.0|0.0|0.0
54|darkenkane|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
55|76561198100701221|0.49268811455345785|0.14764268494970534|0.44282218238165993|0.2807596673644411|0.07911496584765498|0.420165474346066|0.23381581529443007|0.0016374941633201853|0.3197348517172603|0.0|0.019311138063982877|0.34708523914340567|0.00036702455384762773|0.00036702455384762773|0.0|0.0|0.0|0.0|0.00036702455384762773|0.0|0.0|0.0
56|76561198085547365|0.7673266513069087|0.013493050332171585|0.15470667117246717|0.0900440498053029|0.038349447765423005|0.5876945645409233|0.14588713626408026|0.0005965140994493101|0.09990132205198798|0.0004387583045536248|9.859737180980333e-06|0.029431315485226293|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
57|76561198061252210|0.9266988661307113|0.08429464825358524|0.2872273731467493|0.1750336011471052|0.0|0.11365552890577565|0.010656679380184745|0.0|0.08822410230232591|0.0|0.0|0.01314009433898886|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
58|OfficialShroomsy|0.9794273334425653|0.0300604564589713|0.13014933815362317|0.0827471402502513|0.0712039537291132|0.03846530544259662|0.00993627142461094|1.4379553436484718e-05|0.09592959586314867|1.4379553436484718e-05|1.4379553436484718e-05|0.01295597764627273|0.0|0.0|0.003724304340049542|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59|76561198056147391|0.9833871799556133|0.0|0.131055547131302|0.12470276477484749|0.0|0.01325457059556555|0.0|0.0|0.0|0.0|0.0|0.006901788239111056|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60|8Bit-Ninja|0.49773257879197624|0.17123338946525063|0.5734835842336974|0.21839480590211638|0.20856713468169735|0.2094225412676139|0.3722919552261249|0.013591460198451841|0.3457173239569841|0.0|0.0|0.026403549951957494|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
61|76561198071500702|0.9971328063414656|0.0|0.018243126465320093|0.044683497755724014|0.03500247864479415|0.031110611665525867|0.0|0.0|0.022463369720964143|0.0|0.0|0.02644037129040392|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
62|76561198099905030|0.7739195280493972|0.01177185835160364|0.23737175029974306|0.18088892433850087|0.1306705915490322|0.23432707189797786|0.19764139156237262|0.001926500050674434|0.23791063143279884|0.0019130280223480394|0.13149507968260757|0.3562273730065272|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
63|76561198047407223|0.5908608053869054|0.1927272244570171|0.4451833216855842|0.11693959040406286|0.20917254464134366|0.5292985389614949|0.12770801698547213|0.1613607306198865|0.11527186485145487|0.00033133620250490044|0.001457879291021562|0.1494326273297101|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
64|latiano|0.7970200585399619|0.0018047544013705555|0.31958885593249614|0.24322441799695288|0.06254026476586129|0.1339631132690804|0.23418836874927446|0.002357230238524807|0.34449937756774|7.366344495390022e-05|0.012633280809593889|0.08896088702266017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
65|kongtape|0.9399972687772274|0.08929274425258257|0.2189763905903398|0.10035696635948578|0.04937787779912603|0.16967063940208016|0.12541375097446733|0.02934110530044474|0.02805725162702312|0.0004327596651983|0.008424388149193574|0.04166033043642302|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
66|boydeer|0.7490163888910624|0.06965626012682216|0.1244708158089864|0.3522018078978015|0.16558022119541155|0.05291626843343815|0.07141550085732946|0.14260429543495437|0.4886789882799409|0.010869810424234181|3.627300475272808e-05|0.0022247442915006555|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
67|76561198100297613|0.8150871388251759|0.017534220601383363|0.05168257526584662|0.10363679512871617|0.08043308890559615|0.17723495546405793|0.04745017718965063|1.752545787244714e-05|0.5291373868138602|0.039642585707475426|0.0|0.01492292737838874|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
68|VVillis|0.7921862371898897|0.03138380143531759|0.42720935341602423|0.31513258815140627|0.09274147244649394|0.12563133745896074|0.16407120697275182|0.004665592698572842|0.15997599579914187|0.0009036381462895202|1.2817562358716598e-05|0.11278813997552671|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
69|Bubblecup|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
70|76561198083226897|0.7730851611434024|0.0019268091127417212|0.365318308241409|0.0|7.049301631981906e-05|0.02448457433508382|0.3672451173541507|0.0|0.3652478152250892|0.0|0.0|0.0019268091127417212|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
71|76561198082525427|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
72|76561198075277292|0.9836479559937772|6.462280549515252e-05|0.05712656005771483|0.06898484486607531|0.07620644338015861|0.032553738268183086|0.04324881257763082|0.0|0.12520668564685802|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
73|76561198094630961|0.3152019650166779|0.0006647848692495442|0.500893721212056|0.6885292505577398|0.20554859120296232|0.2442939876042238|0.008208647950733502|0.0|0.03276233257801558|0.0|0.0|0.26946187564331253|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
74|12549|0.7066002061405287|0.02444597621688297|0.3737921903973389|0.34191331600640373|0.10373022340677368|0.22139713088989535|0.2410323702330167|0.002477632724684085|0.3450103569122588|0.0|0.00918788802070348|0.08060565130972222|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
75|76561198028895010|0.6957028466344425|0.12268577021912469|0.2279559306197092|0.1182948740614596|0.12419042499187145|0.5792832969246049|0.1812764703329667|0.001391842292219497|0.2248250180107902|0.0022533194162458804|0.00017581165796456803|0.024109638695541096|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
76|76561198092411867|0.7163982815547677|0.008255133321604581|0.06693166186894337|0.0946600038765737|0.04934240477083568|0.038295597732588886|0.0337056065911158|0.0023635029012062905|0.6839943142425771|3.425366523487378e-05|0.0|0.019336194025086247|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
77|76561198170198366|0.7424163909485052|0.021338201549075324|0.20433665834006953|0.07134270414336259|0.044529681160978704|0.5652243053360044|0.1909046430223249|0.0|0.17564485346830488|0.0|0.0010711607152125461|0.11296494907733583|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
78|diego9031|0.9186607701647576|0.10030553918773438|0.2900910235213867|0.13690166088200384|0.04232374853489412|0.14477619950527326|0.060882270999946884|0.011940774367077139|0.11940774367077138|0.010575247438186487|0.010155474345231213|0.04508261868196765|1.5172521432118346e-05|0.0|0.00013655269288906512|1.5172521432118346e-05|1.5172521432118346e-05|0.0|1.5172521432118346e-05|0.0|0.0|0.0
79|iampiepiepie|0.5874544971434645|0.0019064065715673423|0.42294098578722694|0.02970165812218546|0.02770930699206385|0.3871294508660019|0.4159443174067411|0.0|0.03802656058941908|1.5626283373502807e-05|0.0019962577009649835|0.3873443122623876|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
80|76561198079863506|0.5465132878264477|0.013258814523911923|0.40341188950867757|0.21327443141337468|0.004005979332943175|0.3944424040754048|0.4109548554721706|0.0|0.15040009724876657|0.0|0.0|0.3818577665611833|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
81|jarrodtrim|0.6616885561649126|0.013029642167957304|0.5082002556483356|0.524113092993061|0.10417082069665719|0.03215409998888542|0.019345513310932243|0.060196567863694164|0.11448148033756378|0.003549519582351917|0.003947419464359338|0.004351635217509735|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
82|76561198078738103|0.11427911405236221|0.02028759889913339|0.732903868889705|0.6653048853883331|2.529231590978138e-05|0.035102572943287835|0.06645450620645434|0.0|0.03258177212427962|0.0|0.0|0.0063294020564227905|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
83|76561198068964564|0.7628335730594148|0.00023126681008319382|0.23219187732352659|0.0047409696067054734|0.005666036847038249|0.0047409696067054734|0.3249298681668873|0.0|0.32412043433159615|0.0|0.21160913122612235|0.3296708377735928|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
84|76561198067936203|0.6453954142735079|0.19490747853892237|0.339858928478229|0.14545909494201253|0.1532241833167364|0.24886826215988483|0.457482155771867|0.160538031689055|0.23238860123870936|0.15353441081839|0.001720352509170057|0.1037193947195259|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
85|76561198079770573|0.4263585525106123|0.0016030191008231899|0.4432793096859682|0.037804533794413564|0.0001113207708904993|0.3946543969609981|0.3930068495518187|6.679246253429958e-05|0.3944762837275733|4.4528308356199716e-05|0.0|0.3930068495518187|0.0024267928054128845|0.0024267928054128845|0.0|0.0|0.0|0.0|0.0024267928054128845|0.0|0.0|0.0
86|UpTheAss|0.8076348780696562|0.021448412822589667|0.43254299192222495|0.1396700215947208|0.00689413269297525|0.02629983953246114|0.016341647864830222|0.26223238058094744|0.043407502140955276|0.26223238058094744|0.0|0.015575633121166305|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
87|76561198048504366|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
88|76561197977385164|0.9962081791785139|0.0|0.0|0.0|0.0|0.0|0.020057056967156345|0.0|0.08465800732149427|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
89|76561198075491015|0.8157664958592514|0.03195607107537599|0.42018154720308476|0.25281118160408445|0.0026245829740042434|0.17308060693433389|0.13662018399816683|0.0|0.16041876745163774|0.0|0.0|0.13665565133565338|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
90|76561198087586464|0.42899878749137677|0.007056589017419559|0.6432005819281998|0.6337203012421833|0.0028741122441769632|0.019528949241217352|0.009780561069736531|0.002520210363364128|0.010145187249967937|0.0|0.00198399539243559|0.0018231309011570288|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
